first_name,last_name,dob,company_id,last_active,score,member_since,state
Jamie,Taylor,1982/04/03,7,2018/06/12,48,2016,NH
Bradley,Morgan,1994/06/02,4,2018/07/02,44,1971,UT
Michael,Frye,1996/10/16,1,2018/10/03,60,1990,GA
John,Davis,1997/04/18,17,2018/08/21,97,2011,NY
Diana,Reyes,1962/08/27,7,2018/06/11,40,2015,WI
Keith,Blankenship,1964/09/07,7,2018/04/24,59,1971,NJ
Amy,Tran,1969/08/15,20,2018/11/01,46,1974,ID
Wesley,Anderson,1964/05/17,11,2018/10/07,75,1971,RI
Kaitlin,Rodriguez,1970/06/01,8,2019/01/04,67,1978,ID
Mary,Martinez,1962/10/03,7,2018/08/22,90,1989,VT
James,Potter,1980/11/04,11,2018/12/15,61,2011,NH
Jason,Ayers,1967/09/18,6,2018/04/13,89,1980,OR
Shawn,Williams,1963/12/26,7,2018/02/15,83,1973,AZ
Meagan,Pope,1992/11/06,19,2018/02/10,67,1992,MO
David,Warren,1973/12/20,16,2018/12/08,76,1984,MS
Duane,Rangel,1964/01/15,13,2018/12/12,37,2016,VT
Scott,Tucker,1979/11/15,11,2018/11/26,96,1971,DE
Karen,Wilson,1969/01/10,14,2018/10/04,35,1979,VT
Lisa,Williamson,1968/02/12,9,2018/04/06,78,2006,FL
Brooke,Davis,1986/12/28,13,2018/02/23,81,1985,TN
Kevin,Marshall,1971/10/08,18,2018/08/25,91,1970,NV
Nancy,Dickerson,1969/08/26,4,2018/12/05,34,1992,DE
William,Vasquez,1974/11/03,20,2018/02/12,44,2016,MT
Thomas,Mcdonald,1968/04/04,19,2018/09/01,84,1988,DE
Fred,Wood,1982/08/06,3,2018/10/30,96,2008,VT
Natalie,Rodriguez,1970/06/22,8,2018/09/18,94,2008,VA
James,Fletcher,1966/02/10,19,2018/08/18,54,2016,DE
Julia,Smith,1966/10/06,10,2018/10/05,56,1984,NH
Isabella,Wood,1969/02/28,4,2018/06/09,86,1970,TN
Donald,Griffith,1998/12/19,3,2018/02/12,54,2018,DE
Joseph,Cunningham,1976/04/21,8,2018/06/10,93,2012,MA
Jennifer,Johnson,1997/01/20,17,2018/09/06,75,1995,CA
Taylor,Weaver,1971/02/25,1,2018/03/26,47,1994,GA
Michael,Scott,1993/09/29,10,2018/10/28,51,1977,TN
David,Hernandez,1970/01/22,12,2018/05/01,71,1979,MO
Elizabeth,Robertson,1995/03/08,15,2018/08/11,78,1988,OK
Eric,Jones,1966/12/26,1,2018/11/22,68,1973,AL
Cindy,Carter,1963/01/22,19,2018/08/20,82,1973,IA
Mary,Williams,1976/04/11,18,2018/12/16,48,1990,ID
Brenda,Hubbard,1968/10/15,12,2019/01/09,30,1975,MS
John,Oneal,1963/11/21,5,2018/08/17,90,2007,AZ
Janet,Reynolds,1959/01/19,19,2018/12/30,87,1997,ME
Scott,Warner,1975/07/30,12,2018/01/24,93,2014,MD
Kristin,Wright,1987/05/09,3,2018/07/13,68,1998,CT
Julia,Hernandez,1975/09/13,2,2018/07/18,67,2018,CO
Amy,Brown,1983/09/28,15,2018/03/10,83,1982,OH
Raymond,Grant,1987/01/24,1,2018/08/28,30,2005,KS
Jaclyn,Koch,1962/06/24,2,2018/07/24,87,1999,DC
Laura,Thomas,1992/05/25,19,2018/11/23,85,2000,CA
John,Hanna,1964/03/28,3,2018/04/03,91,2014,AR
Samantha,Rowe,1994/03/11,12,2019/01/02,79,1983,SC
Katrina,Riley,1991/11/12,0,2018/07/24,42,2018,NJ
Jaclyn,Hawkins,1990/10/09,6,2018/12/02,89,2010,CA
Nicholas,Osborne,1984/07/12,9,2018/11/12,60,1992,UT
Pamela,Robinson,1971/03/01,7,2018/07/22,32,2004,HI
Erin,Boyd,1976/05/12,9,2019/01/08,40,1985,ND
Tara,Waters,1989/04/18,4,2019/01/01,39,2002,MA
Michael,Davis,1993/05/31,12,2018/08/31,76,1987,WY
Samantha,Stanton,1975/12/27,18,2018/04/21,83,1984,OR
Michael,Smith,1983/12/02,3,2018/08/13,63,2007,NC
Alexandra,Young,1972/04/29,1,2018/01/13,59,1985,MT
Michael,Miller,1976/06/13,16,2018/08/14,74,2004,TX
Derek,Garcia,1980/06/26,0,2018/12/24,49,1992,NC
Tracy,Mckay,1978/11/23,16,2018/03/22,48,1973,MD
Tracey,Gray,1964/04/10,18,2018/04/09,99,2017,MD
Brandon,Mcfarland,1959/10/04,14,2018/09/18,82,2003,NH
Anthony,Howard,1962/05/02,13,2018/02/01,65,2006,NY
Stephen,Wood,1974/12/18,12,2018/07/23,63,2017,AK
Tammy,Daniels,1975/07/13,12,2018/02/28,48,2004,MO
Kirsten,Campbell,1991/05/25,10,2018/01/25,96,2016,KY
Barry,Davis,1974/05/19,8,2018/12/30,65,1990,MS
Chloe,Guerrero,1962/12/17,1,2018/07/19,98,2004,IL
Amber,Anderson,1990/12/14,3,2018/05/15,42,2003,ME
Tammy,Stewart,1973/09/29,17,2018/03/17,90,1988,MD
Stacy,Anderson,1963/05/12,11,2018/09/21,60,2017,MT
Maria,Orr,1972/01/15,14,2018/08/12,34,1974,WY
Larry,Lutz,1987/04/04,11,2018/12/31,61,2002,WV
Aaron,Hammond,1972/04/16,19,2018/02/02,38,1983,MN
Bryan,Allen,1964/03/27,4,2018/03/02,51,1995,OH
Wendy,Townsend,1967/10/24,3,2018/02/22,47,1996,MI
Sara,Davis,1995/08/16,9,2018/10/26,99,1996,HI
Kimberly,Bowers,1977/06/15,10,2018/02/15,53,1993,ME
Justin,Bell,1997/12/01,4,2018/12/24,83,1977,MO
Erika,Morrison,1959/09/02,3,2018/11/16,65,1991,VT
Tracy,Marshall,1961/12/25,15,2018/10/07,51,1987,CT
Lori,Gutierrez,1971/09/21,17,2018/09/13,57,1982,DC
Gregory,Wells,1973/02/17,3,2018/12/05,35,1989,ID
Angela,Gross,1994/07/12,16,2018/11/18,46,1992,TN
Tanner,Huff,1992/11/18,9,2018/05/21,48,1995,MI
Terri,Mercado,1974/11/10,4,2018/07/19,32,1983,NY
Michael,Best,1987/12/18,19,2018/03/31,86,1991,TX
Dwayne,Curry,1978/04/18,12,2018/07/22,31,2009,ID
Daniel,Nichols,1959/11/25,12,2018/06/26,55,1998,KY
Melissa,Lam,1964/04/06,7,2018/10/02,99,1980,FL
Joseph,Brown,1996/06/22,5,2018/09/23,35,1994,IA
David,Wallace,1977/10/15,9,2019/01/05,33,1984,CT
Joseph,Wilkerson,1963/12/16,14,2018/05/16,47,2017,CA
Shane,Mclean,1993/02/25,0,2018/02/13,90,2012,MA
Brian,Fleming,1965/05/14,0,2018/06/29,75,2015,TN
Lindsey,Holder,1991/02/09,8,2018/06/29,84,1975,HI
Valerie,Mcbride,1979/04/24,1,2018/04/11,35,2012,NJ
Lauren,Simmons,1981/03/05,20,2018/07/24,54,1989,NV
Robert,Mitchell,1970/06/26,1,2018/03/22,60,2017,NH
Kelsey,Patel,1985/09/09,17,2018/06/06,67,1982,VA
Kelly,Burton,1974/03/25,0,2018/10/18,43,2016,FL
David,Martinez,1980/12/09,11,2018/07/24,97,2002,ID
Michael,Shah,1980/02/18,2,2018/12/25,97,2012,SC
Courtney,Meadows,1976/06/06,11,2018/09/15,90,1987,OR
Rachael,Leonard,1980/03/04,15,2018/08/16,32,1992,NV
Krystal,Salazar,1996/01/28,12,2018/07/29,49,1980,IN
Brittany,Brown,1988/02/24,12,2018/01/18,95,1974,WY
Chris,Russell,1971/06/25,6,2018/10/08,87,1992,NC
Destiny,Jones,1993/02/21,6,2018/12/04,46,1996,LA
Gina,Miller,1980/05/11,15,2018/03/09,53,1972,NY
Julia,Curtis,1967/12/25,14,2018/03/29,33,2006,NJ
Sandra,Strickland,1980/06/22,8,2018/06/26,76,1992,NJ
Adam,Dickerson,1962/02/01,10,2018/05/08,76,2011,IL
Christopher,Conley,1991/04/11,9,2018/12/07,90,1994,WY
Daniel,Gill,1991/06/10,6,2018/12/05,37,1979,AK
Brandon,Chavez,1984/03/24,14,2018/12/10,41,2004,GA
Mary,Bridges,1967/09/26,5,2018/01/12,46,1983,FL
Seth,Farley,1959/12/20,6,2019/01/04,36,2008,AL
Stephen,Collins,1972/12/03,7,2018/05/24,30,1977,DE
Kelly,Ward,1987/12/02,17,2018/09/08,40,1976,MO
John,Hickman,1980/12/25,16,2018/06/22,82,2017,KS
John,Barker,1997/05/05,10,2018/10/29,43,1998,OK
Carol,Freeman,1978/08/12,9,2018/03/05,87,1976,MI
Brian,Stone,1973/09/07,18,2018/01/17,70,2013,LA
Samuel,Anderson,1961/02/28,2,2018/12/20,49,1991,OR
Michael,Flores,1975/03/24,18,2018/04/26,71,2003,RI
Jennifer,Benitez,1969/12/08,20,2018/11/24,52,1982,RI
Jessica,Johnson,1978/05/24,10,2018/07/13,58,1998,MT
Mary,Todd,1961/09/20,19,2019/01/02,97,2009,IN
Matthew,Perkins,1972/12/13,4,2018/05/24,90,1971,WA
Natalie,Sampson,1977/02/10,14,2018/01/11,59,2002,WY
Guy,Wright,1989/03/09,4,2018/09/05,71,1998,ND
Karen,Reed,1967/04/26,7,2018/03/08,87,1989,MS
Adam,Beck,1964/01/27,3,2018/04/23,49,2016,DC
Jonathan,Moody,1984/12/22,13,2018/03/11,77,1970,MS
Joe,Anderson,1960/02/29,5,2018/03/17,65,1980,AR
Randall,Johnson,1966/01/26,6,2018/03/12,89,2017,SC
Hannah,Kennedy,1984/08/10,10,2018/02/14,50,1975,OK
Joseph,Anderson,1974/09/09,13,2018/06/04,34,1982,OH
Taylor,Summers,1982/03/26,11,2018/04/26,70,1981,NM
Courtney,Long,1984/08/13,17,2018/05/07,99,1989,AK
Jonathan,Brock,1973/01/16,0,2018/04/24,46,2001,NE
Michael,Pruitt,1984/01/25,1,2018/01/31,83,1992,MS
Rachael,Shelton,1998/11/06,14,2018/02/01,59,2007,IL
Marcus,Reed,1990/11/23,9,2018/03/02,39,1981,VT
Tyler,Burton,1978/08/24,15,2018/08/13,55,1992,WI
Karla,Garner,1984/01/23,2,2018/08/03,55,2018,RI
Daniel,Hayes,1988/03/09,1,2018/09/27,33,1999,VT
Meghan,Hensley,1997/12/19,5,2019/01/09,45,1995,NM
Victoria,Adams,1963/02/19,16,2018/06/01,47,1987,PA
Matthew,Simpson,1970/07/07,1,2018/12/08,69,2018,MA
Tracey,Hines,1961/06/08,19,2018/01/12,50,2009,VT
Brandon,Thomas,1966/04/28,7,2018/03/08,93,1979,MT
Cindy,Marquez,1988/07/10,8,2018/05/02,74,1975,GA
Mary,Giles,1995/02/16,16,2018/03/25,91,2015,AR
Mary,Adams,1969/04/17,18,2018/05/27,64,1987,IN
Shaun,Osborn,1971/08/06,1,2018/05/19,33,2008,TX
Alex,Patterson,1964/09/26,17,2018/02/09,68,2006,KS
Eddie,Rush,1969/06/18,2,2018/06/27,80,1998,AR
Richard,Pope,1976/02/01,12,2018/07/31,76,2003,FL
Justin,Smith,1963/06/10,9,2018/08/07,54,1990,ME
Steven,Jones,1961/04/18,6,2019/01/08,73,1991,TN
Robert,Black,1993/07/21,0,2018/05/14,62,2004,DE
Mary,Richmond,1996/12/29,16,2018/01/21,95,2008,KY
Michael,White,1976/06/03,14,2018/02/03,62,2011,KY
Theresa,Garcia,1964/10/23,18,2018/05/19,57,2007,AK
Lisa,Hughes,1962/12/24,13,2018/04/06,30,1974,WY
Michael,Richards,1997/04/06,19,2019/01/03,52,2014,DC
Andrea,Snyder,1970/09/19,13,2018/05/25,86,2007,DC
Heather,Hernandez,1985/02/12,6,2018/01/09,43,1971,KY
Daniel,Gray,1993/03/30,19,2018/07/31,95,1971,ND
Angela,Martinez,1981/09/21,12,2018/04/24,39,1979,MD
Jessica,Serrano,1978/07/18,16,2018/03/14,38,1986,DE
Carolyn,Hawkins,1986/11/09,14,2018/03/06,89,1978,NM
Edward,Navarro,1991/09/10,12,2018/06/12,84,2013,NY
Jillian,Wade,1975/10/11,1,2018/06/17,60,1977,NC
Richard,Raymond,1977/04/13,8,2018/07/28,37,2013,WY
Linda,Lawson,1985/12/05,5,2018/12/12,54,2003,RI
Brian,Barker,1994/02/26,9,2018/02/09,90,2016,OR
Derek,Donovan,1984/07/09,13,2018/11/21,61,2018,IA
Yolanda,Edwards,1981/01/02,9,2018/11/18,30,1970,IL
Jacqueline,Wood,1987/09/23,17,2018/06/17,93,2002,ND
David,Walters,1995/11/14,6,2019/01/07,41,1980,NE
Kristin,White,1960/06/30,20,2018/09/10,79,1972,MI
Dominique,Chen,1997/03/10,14,2018/03/23,96,1978,SC
Yesenia,Ward,1996/11/23,3,2018/12/05,32,2005,AL
Ryan,Johnson,1966/07/14,0,2018/12/14,64,1991,GA
Pamela,Black,1987/01/20,9,2018/05/12,33,1993,FL
Levi,Smith,1993/01/19,18,2018/02/04,80,1999,IL
Brandon,Crawford,1995/03/20,18,2018/05/26,69,2004,MS
Christian,Harris,1964/02/07,10,2018/12/26,42,1981,NM
Frank,Herrera,1987/05/16,20,2018/08/01,66,1987,DC
Brent,Rivera,1987/08/01,6,2018/01/11,64,2001,MD
Susan,Sellers,1966/09/04,16,2018/05/04,89,1988,ME
David,Lopez,1995/09/05,20,2018/02/06,98,2012,HI
Kaitlin,Gonzalez,1983/09/24,3,2018/01/09,38,1988,MO
Amanda,Rivers,1977/06/27,1,2018/07/18,30,1995,NY
Cassandra,Owen,1962/03/02,9,2018/08/11,31,2005,ID
Patricia,Smith,1998/01/05,20,2018/07/25,84,1996,ID
Danny,Brown,1996/05/03,6,2018/05/25,61,2003,NC
Garrett,Newman,1994/07/12,8,2018/05/31,76,1986,NE
Laura,Copeland,1969/10/07,11,2018/10/13,87,1987,OH
Suzanne,Tucker,1974/02/06,13,2018/10/27,54,1987,WY
Christopher,Moran,1965/12/10,18,2018/07/15,96,1998,TX
Kathleen,Gillespie,1996/08/26,7,2018/12/18,60,2010,VT
James,Leon,1985/07/01,4,2018/02/05,51,1996,ME
Taylor,Wright,1986/07/20,18,2018/07/23,41,1996,KY
Laura,Henry,1974/01/02,12,2018/12/30,67,1995,KY
Christopher,Hernandez,1982/04/29,0,2018/02/24,58,1977,TN
Jill,Davenport,1960/12/09,1,2018/11/23,76,1992,DE
Jeffrey,Hodges,1960/04/04,9,2018/01/28,55,2010,UT
Kathleen,Campbell,1966/06/08,3,2018/12/25,93,1999,MI
Emily,Porter,1986/08/15,14,2018/02/16,71,2002,MI
Richard,Burns,1990/09/15,9,2018/06/13,82,2005,NE
Stephanie,Nixon,1994/02/11,3,2018/07/25,39,2018,AR
Carrie,Munoz,1965/04/18,15,2018/11/21,32,1993,NJ
Juan,Carter,1971/10/30,7,2018/10/27,30,2012,SC
Thomas,Wallace,1992/06/13,11,2018/07/10,64,1976,IL
Austin,Banks,1996/03/15,3,2018/01/09,98,2009,PA
Ashley,Merritt,1984/12/07,2,2018/01/10,74,2015,ME
Marie,Torres,1989/08/07,4,2018/02/21,99,2016,MO
Louis,Baird,1973/01/02,9,2018/03/29,41,1980,WA
Ryan,Vaughan,1984/07/31,6,2018/10/26,36,2014,PA
Craig,Thomas,1993/05/20,1,2018/11/12,68,1989,HI
William,Rivera,1969/03/27,16,2018/10/17,52,2012,MI
Brett,Pace,1992/03/12,7,2018/10/27,95,1996,WI
Brenda,Ramirez,1991/02/28,19,2018/11/04,94,1978,NH
Shari,Medina,1989/03/18,3,2018/11/03,35,2001,MO
Brandi,Fisher,1960/06/05,1,2018/03/15,57,1974,MI
Kimberly,Miller,1992/05/06,18,2018/06/24,53,1997,AR
Judy,Green,1970/07/31,17,2018/10/06,53,2001,NV
Matthew,Gibson,1991/11/10,3,2018/05/13,95,1990,NV
Lisa,Rose,1983/12/09,10,2018/06/06,38,1992,CO
John,Bryant,1973/06/27,5,2018/06/17,50,1973,IL
Chris,Gilbert,1961/10/16,12,2018/12/02,46,1991,AK
Barbara,Cook,1993/06/14,20,2018/05/29,54,1985,VA
Andrew,Tucker,1976/07/02,7,2018/03/08,47,2006,WV
Steven,Sharp,1970/05/27,4,2018/12/17,58,1985,MO
Rebecca,Richardson,1974/04/23,2,2018/12/20,81,2001,LA
Kristine,Carpenter,1991/08/25,13,2019/01/04,51,2006,UT
Kristen,Mccarty,1993/04/08,3,2018/06/09,54,2000,SD
Antonio,Patterson,1959/08/04,3,2018/08/08,72,1977,PA
Troy,Norman,1969/05/04,20,2018/07/21,99,1990,ME
Shannon,Carpenter,1975/08/23,3,2018/03/17,60,1983,NC
Olivia,Cantrell,1962/09/10,14,2018/12/22,98,2005,IN
Jay,Thomas,1974/01/09,6,2018/05/30,76,1979,PA
Amanda,Davis,1974/06/09,19,2018/06/04,47,2006,WI
Michele,Jones,1994/01/14,16,2018/06/28,90,1978,RI
Sarah,Graham,1995/09/12,2,2018/04/22,86,2004,AR
Tina,Herrera,1997/01/13,17,2018/06/13,45,2004,OK
Danielle,Anderson,1960/12/28,11,2018/10/31,38,1986,MO
Michael,Wilson,1974/10/23,4,2018/07/13,47,2009,MS
Luis,Gray,1983/06/21,2,2018/04/04,75,2012,VA
Erin,Woods,1974/12/25,10,2018/06/29,43,1990,NV
Joanne,Floyd,1996/11/12,16,2018/02/14,39,2015,WY
Rebecca,Carter,1962/04/11,8,2018/05/23,45,1998,RI
Laurie,Roberts,1973/09/24,0,2018/07/22,71,1999,AK
Christopher,Brown,1960/03/19,9,2018/12/15,33,1985,CO
Brandon,Johnston,1975/12/21,18,2018/12/12,63,2015,MN
Kaitlyn,Lawrence,1974/11/29,0,2018/07/10,49,2013,KY
Matthew,Snow,1969/04/05,9,2018/05/07,96,1975,MD
Stacy,Taylor,1972/09/09,5,2018/11/12,86,1974,OR
Kelly,Montgomery,1990/11/30,13,2018/08/27,57,1992,IA
Kimberly,Goodwin,1988/05/07,16,2018/03/29,72,1983,UT
Antonio,King,1965/03/31,20,2018/11/29,49,1982,IN
Daniel,Mathis,1977/03/02,12,2018/04/21,33,2012,NH
Samantha,Brooks,1994/11/03,0,2018/03/01,42,2006,CA
Barry,Riley,1985/11/01,7,2018/10/07,61,2009,NH
Allen,Harrell,1972/09/03,11,2018/11/03,89,2011,SD
Natalie,Carlson,1990/01/06,0,2018/11/22,49,1987,SD
Teresa,Oliver,1994/09/18,3,2018/03/12,52,1982,DE
Lauren,Cook,1991/05/23,5,2019/01/03,63,2014,NC
Stephanie,Ramirez,1964/01/20,12,2018/09/04,57,2017,KY
Teresa,Green,1997/04/17,15,2018/02/26,37,1971,NC
Mark,Warren,1975/04/23,10,2018/08/25,36,1974,RI
Carol,Ayers,1959/04/25,15,2018/06/24,32,1977,CA
Kimberly,Hanna,1988/06/05,17,2018/02/19,91,2009,TN
Ricky,Mitchell,1982/10/29,5,2018/04/28,39,1997,NY
Stacy,Cross,1964/09/16,6,2018/11/27,63,1984,DE
Richard,Keller,1966/11/05,13,2018/02/19,56,1983,MT
Nathan,Myers,1990/11/27,4,2018/04/03,35,2001,CA
Jacob,Smith,1982/02/11,13,2018/08/11,77,2001,SC
Courtney,Gonzalez,1983/09/27,11,2018/10/26,55,2005,NY
Evan,Green,1966/06/20,6,2018/05/22,76,1993,WA
Joe,Boyle,1975/03/22,20,2018/04/03,90,1993,DE
Jimmy,King,1973/01/02,12,2018/02/25,81,2008,AZ
Gregory,Martinez,1990/09/19,14,2018/06/15,96,1982,VA
Tony,Dunn,1974/02/11,9,2018/03/18,37,2005,UT
Elizabeth,Gardner,1969/02/01,2,2018/11/15,37,2002,LA
Kenneth,Calderon,1968/07/04,8,2018/02/14,73,1997,SD
Christy,Williams,1996/02/03,9,2018/08/01,40,2011,WI
Sarah,Bush,1962/04/20,6,2018/05/11,96,1972,MN
Kimberly,Carr,1998/08/29,3,2018/03/23,86,1991,MN
Amy,Lewis,1969/09/29,10,2018/03/16,68,1998,IA
Lisa,Lewis,1970/12/27,11,2018/07/01,99,1995,LA
Claudia,Barajas,1996/10/29,10,2018/07/10,35,1999,PA
Allison,Woodward,1968/11/01,19,2018/11/02,76,2013,ID
Jessica,Hunter,1988/04/11,7,2018/01/13,47,2008,RI
Christina,Stewart,1969/09/18,19,2018/05/17,65,1988,NH
Rodney,Nguyen,1963/05/17,10,2018/10/11,90,1989,CT
Cassandra,Strickland,1990/01/19,6,2018/11/08,82,2003,TN
Jessica,Williams,1960/01/23,18,2018/10/04,94,2017,FL
Carol,Glover,1982/02/13,15,2018/01/25,51,1970,WV
Cory,Simmons,1982/08/19,10,2018/12/26,97,2001,OK
Amy,Nguyen,1979/08/21,3,2018/01/27,65,1973,VA
Brittany,Williams,1961/10/11,20,2018/05/12,46,2010,NC
Jason,Sandoval,1959/01/17,6,2018/07/30,73,1992,MT
Isaiah,Davis,1979/05/28,2,2018/07/26,69,1996,NY
Mario,Long,1989/03/14,15,2018/06/15,71,1980,UT
Daniel,Villegas,1992/07/09,18,2018/02/23,70,1983,HI
Jennifer,Bentley,1959/09/03,5,2018/07/28,62,1995,CO
Jessica,Scott,1998/05/31,6,2018/04/07,52,1974,LA
Richard,Lin,1982/04/11,14,2018/07/07,48,1984,HI
Ashley,Lopez,1977/06/13,12,2018/12/31,90,1973,ME
Michael,Barrett,1979/07/13,20,2018/02/15,81,2006,MN
Scott,Trujillo,1993/01/05,8,2018/05/07,72,2013,AL
Travis,Wallace,1971/04/19,15,2018/02/18,97,2006,WI
Shannon,Moyer,1976/09/25,10,2018/09/14,52,2000,CT
Katrina,Walter,1964/09/04,11,2018/09/09,91,2007,AR
Holly,Levine,1974/06/25,5,2018/01/20,90,2013,NC
Megan,Torres,1979/07/22,14,2018/09/05,69,2000,CO
Ryan,Taylor,1990/11/20,12,2018/09/22,91,1991,CO
David,Franco,1973/04/09,3,2018/09/01,92,1979,FL
Lee,Cline,1964/09/02,8,2018/04/12,51,1983,OK
Vanessa,Collier,1974/02/16,15,2018/01/25,94,1998,CO
Wayne,Young,1992/04/28,7,2018/09/09,67,1978,IA
Chris,Williams,1974/03/10,7,2018/10/15,73,2007,GA
Miguel,Mcguire,1997/01/17,8,2018/03/11,71,1980,OR
Teresa,Lawrence,1980/04/25,1,2018/09/28,31,1988,MN
Alan,Peterson,1991/07/14,8,2018/03/25,49,2011,MS
Richard,Frazier,1987/05/18,3,2018/09/05,41,1978,MD
Brian,Byrd,1974/10/20,10,2018/03/02,99,1996,NM
Daniel,Hartman,1982/03/30,10,2018/08/10,65,2007,NC
Richard,Allen,1961/10/16,13,2018/11/17,54,1976,MS
Allison,Greene,1976/05/09,2,2018/12/24,35,1979,NV
Julie,Chapman,1982/10/13,17,2018/02/15,66,2001,IL
Michael,Hayes,1976/10/08,0,2018/06/20,84,1982,KY
David,Simpson,1986/08/05,13,2018/10/26,96,2008,OR
David,White,1961/01/25,16,2018/08/31,65,1984,GA
Joseph,Ryan,1966/05/11,19,2018/02/13,47,2018,NH
Stephen,Avery,1970/05/13,5,2018/09/13,78,2010,KY
Adrian,Larson,1983/06/11,0,2018/03/10,91,1988,WA
Charles,Thomas,1972/12/14,13,2018/07/18,53,1971,MT
Brian,Delacruz,1969/11/02,11,2018/07/24,31,1978,VA
Renee,Wolf,1986/01/13,5,2018/05/22,77,1979,SC
Jessica,Stafford,1970/11/19,16,2018/02/10,69,1973,WA
Beverly,Reyes,1977/01/27,8,2018/11/14,63,2007,MI
Donna,Berry,1996/09/07,20,2018/05/06,97,1995,PA
Robert,Smith,1959/03/09,18,2018/12/15,35,1983,NV
Julie,Jordan,1985/02/18,0,2018/12/26,43,1971,TX
Stacy,Williams,1968/12/24,1,2018/01/31,62,2003,TN
Robert,Harris,1984/01/13,15,2018/12/13,64,2008,MI
Jesse,Turner,1979/01/03,11,2018/09/21,91,1977,WV
Jennifer,Wiggins,1984/11/08,18,2018/09/16,87,1985,GA
Dana,Wright,1987/09/02,19,2018/04/25,61,2002,NV
Tristan,Hamilton,1964/07/11,15,2018/02/24,65,2014,RI
Jorge,Estes,1990/03/02,19,2018/08/07,37,2018,CT
Matthew,Price,1991/02/20,1,2019/01/04,57,1981,CA
Richard,Nelson,1965/10/11,19,2018/06/06,65,1971,MN
Carmen,Snyder,1978/06/21,20,2018/04/10,57,2017,WA
Amanda,Nelson,1978/02/21,7,2018/05/26,89,1971,NC
Andre,Hopkins,1989/06/19,11,2018/10/14,54,2013,NM
Angela,Carter,1968/05/17,10,2018/10/14,92,2015,LA
Billy,Guzman,1985/10/15,8,2018/02/26,48,2017,SC
Jorge,Hall,1983/11/20,15,2018/12/28,38,1986,NH
Brittany,Anderson,1966/05/23,7,2018/11/11,55,2005,ME
Colleen,Richard,1967/12/14,2,2018/12/21,81,2006,VA
Tiffany,Doyle,1969/05/07,3,2018/01/30,35,1995,DE
Erin,Young,1970/05/06,9,2018/05/18,65,2014,ME
Dustin,Roberts,1990/01/23,3,2018/08/10,37,1979,ND
Aaron,Castillo,1971/02/06,11,2018/09/12,49,2007,RI
Randy,Jones,1973/01/18,5,2018/09/13,99,2005,NC
Michael,Sanchez,1998/11/08,2,2018/07/24,38,2002,PA
Christine,Delgado,1964/02/12,10,2018/07/11,83,1977,NV
Melvin,Wilson,1963/01/31,20,2018/09/19,73,1979,CT
Nicole,Jones,1992/03/20,2,2018/10/29,94,2017,MT
Gordon,Hill,1975/09/23,8,2018/07/12,92,1985,IL
Brian,Hernandez,1966/05/06,1,2018/06/13,68,1998,SC
Lauren,Howell,1960/02/16,4,2018/11/18,83,1996,MA
Emily,Foster,1975/05/04,16,2018/10/14,47,2010,NY
Samantha,Robbins,1960/01/19,3,2018/12/03,91,1995,GA
Scott,Brown,1969/03/22,10,2018/03/17,31,1998,OK
Bryce,Marshall,1964/04/11,14,2018/06/13,75,1970,KY
James,Coleman,1979/11/26,13,2018/12/15,33,1996,MI
Eric,Evans,1964/09/26,6,2018/11/05,90,1995,NC
Jeremy,Mcclure,1985/11/18,14,2018/07/31,80,2003,WI
Brian,Lucas,1962/03/08,16,2018/11/09,74,1977,IN
Maria,Gill,1994/02/24,19,2018/04/02,34,1993,MT
James,Williams,1981/06/12,11,2018/12/08,48,1980,UT
Henry,Ford,1977/04/25,16,2018/09/06,41,1980,KS
Glenn,Anderson,1985/05/12,19,2018/12/13,69,1978,VT
Stephanie,Gibson,1965/03/08,13,2018/07/20,58,1986,NE
Terri,Payne,1980/08/28,8,2018/12/02,77,1970,RI
Kara,Roberts,1993/09/17,2,2018/02/20,90,1978,SC
Elizabeth,Mccoy,1995/10/10,0,2018/05/03,64,2003,IN
Kathryn,Clarke,1965/11/20,9,2018/03/29,50,2003,RI
Hannah,Knight,1992/05/30,0,2018/10/26,49,2005,TX
Heather,Rodriguez,1965/10/30,8,2018/05/21,73,2003,TX
Susan,Hodges,1972/08/10,12,2018/03/22,75,1984,OH
Brian,Garcia,1992/11/27,17,2018/10/29,68,2002,NC
Troy,Berger,1965/03/24,0,2018/04/27,40,1995,DC
Maria,Morris,1986/07/08,11,2018/08/17,66,2003,UT
Charles,Daniels,1984/06/15,11,2018/12/24,61,1977,IL
Teresa,Long,1981/10/29,7,2018/03/09,31,1981,ID
Ryan,Byrd,1995/02/01,3,2018/08/10,30,1996,KY
Erin,Kelly,1980/02/22,20,2018/03/03,42,1995,MI
Brian,Lopez,1977/10/28,10,2018/02/27,37,1989,AL
Dawn,Barnes,1989/07/26,20,2018/08/20,52,1993,IL
Alex,Walker,1977/05/17,12,2018/10/24,54,1981,NJ
Megan,Vasquez,1966/08/22,10,2018/08/25,87,1995,OH
Madeline,Mccarty,1965/02/05,1,2018/01/09,96,1978,TN
Ronald,Clark,1971/12/11,17,2018/04/13,36,1999,MS
Micheal,Diaz,1974/01/06,18,2018/12/18,71,2004,OK
Kimberly,Davila,1963/09/04,6,2018/05/30,56,1999,WY
Lindsay,Jones,1968/09/21,9,2018/11/28,63,1980,AL
Shari,Sandoval,1972/07/25,9,2018/04/27,44,2001,NE
